subject_id,session_id,label,mean,median,std,skewness,kurtosis,path_length,temporal_mean,temporal_median,temporal_std,temporal_skewness,temporal_kurtosis,temporal_path_length
subject_21,2,closed,0.14632866742954814,0.12342745583138946,0.09410350976937955,1.340769951501969,2.3231325266221567,0.04269310737204134,0.026206186250846693,0.028707869702146442,0.021245864149641087,0.40999129118331845,1.3318959302812647,0.003104932202191185
subject_21,2,open,0.15178499548194896,0.13809825345234883,0.08160952348084638,1.2624247067292722,2.6360520833894316,0.04506124294046747,0.04022425959660688,0.04337008494143844,0.005250772874123751,0.5054045599975932,1.6150842836843375,0.003963359788722558
subject_21,3,closed,0.13062586816992675,0.11307499972121113,0.08328261973685572,1.7222623474599652,5.992537195236137,0.03581810176941056,0.013692351996667134,0.020047169125250695,0.009803966614702056,0.9512018582726718,5.401663695210412,0.00360936740257316
subject_21,3,open,0.05738753495068094,0.0499988671476699,0.033585389055651324,1.4377788540205585,3.0147474541831754,0.02360627334002805,0.0029213192317535147,0.003066960478802734,0.0010834992415598536,0.2095637131544804,1.2832159019481,0.0014632771827548002
subject_21,4,closed,0.1661273760563623,0.14050652811691489,0.11225522563862814,2.2131969766332475,8.388160678455286,0.046328167919388756,0.044876072341368686,0.03492869484003374,0.031935874796808296,0.5922050341119846,4.2612116347026605,0.007914399400336747
subject_21,4,open,0.08412912949218501,0.07169867249100695,0.05247399274050666,1.4714899554628564,3.222434365359055,0.03744609147456229,0.00990847777794666,0.011326829510123024,0.0034761606022027454,0.0963337495392302,0.726958007871118,0.0018049330651704193
subject_21,5,closed,0.1467108385750207,0.10369230946907712,0.1280463497063832,2.0153589441417554,4.498821717520509,0.03840959710412426,0.04985654438525681,0.03396621897149002,0.048284550186789045,0.35461905200002375,1.6261288865180483,0.008610183014575362
subject_21,5,open,0.07098264386962883,0.0623208837742947,0.04288598420130154,2.02918151848479,8.121941977360148,0.027751053967671448,0.00411118577673574,0.0022354822781931074,0.008437513227500481,0.5064176135659857,2.539822067417681,0.0015691830013453225
subject_21,6,closed,0.16622231804081852,0.14334468992971733,0.12400623794653728,5.05959844485684,48.77860944054249,0.054274594127378936,0.03810992221840302,0.028685109320909178,0.05680698324709013,0.9495391437200671,5.963891608755574,0.009115435683139647
subject_21,6,open,0.09965351288815293,0.08509498854160026,0.06450164836026462,3.572590340595065,40.97606246134418,0.03747954022310853,0.026689156113740647,0.028683227207626068,0.012189946026155873,2.5552581021143737,36.923314946166066,0.003948524040988178
subject_21,7,closed,0.14238215740837826,0.12936598926408793,0.07998831343573452,3.943171540886627,49.745212393998635,0.04042431975706032,0.019003179211190418,0.015709052636959785,0.023639042422892647,1.6433853104334657,16.514461185330156,0.004979448102884249
subject_21,7,open,0.07898998730574036,0.06714831666652865,0.04741452957311559,1.4411022827534254,2.503896572975629,0.03327926342618963,0.004996737022152603,0.005641721793787977,0.003024578981178249,0.15475621100431242,0.6150010348560991,0.002302606982089277
